Training with a single process on 1 device (cuda:0).
WARNING: No pretrained configuration specified for MONet_T_12 model. Using a default. Please add a config to the model pretrained_cfg registry or pass explicitly.
Model MONet_T_12 created, param count:13157026
Data processing configuration for current model + dataset:
	input_size: (3, 32, 32)
Test: [1050/4999]  Time: 0.010 (0.010)  Loss:   1.740 ( 1.559)  Acc@1:  50.000 ( 45.956)  Acc@5:  50.000 ( 91.056)
Test: [1100/4999]  Time: 0.010 (0.010)  Loss:   1.786 ( 1.560)  Acc@1:  50.000 ( 46.049)  Acc@5: 100.000 ( 91.099)
Test: [1150/4999]  Time: 0.010 (0.010)  Loss:   1.199 ( 1.562)  Acc@1:  50.000 ( 45.960)  Acc@5: 100.000 ( 91.051)
Test: [1200/4999]  Time: 0.010 (0.010)  Loss:   1.996 ( 1.559)  Acc@1:   0.000 ( 46.170)  Acc@5:  50.000 ( 91.091)
Test: [1250/4999]  Time: 0.010 (0.010)  Loss:   2.018 ( 1.563)  Acc@1:   0.000 ( 46.003)  Acc@5: 100.000 ( 90.927)
Test: [1300/4999]  Time: 0.010 (0.010)  Loss:   0.643 ( 1.559)  Acc@1: 100.000 ( 46.234)  Acc@5: 100.000 ( 90.968)
Test: [1350/4999]  Time: 0.010 (0.010)  Loss:   1.682 ( 1.558)  Acc@1:   0.000 ( 46.188)  Acc@5: 100.000 ( 91.044)
Test: [1400/4999]  Time: 0.010 (0.010)  Loss:   1.585 ( 1.557)  Acc@1:  50.000 ( 46.324)  Acc@5: 100.000 ( 90.971)
Test: [1450/4999]  Time: 0.010 (0.010)  Loss:   1.452 ( 1.555)  Acc@1:   0.000 ( 46.244)  Acc@5: 100.000 ( 91.075)
Test: [1500/4999]  Time: 0.010 (0.010)  Loss:   2.357 ( 1.556)  Acc@1:   0.000 ( 46.169)  Acc@5: 100.000 ( 91.006)
Test: [1550/4999]  Time: 0.010 (0.010)  Loss:   1.670 ( 1.556)  Acc@1:   0.000 ( 46.035)  Acc@5: 100.000 ( 91.135)
Test: [1600/4999]  Time: 0.010 (0.010)  Loss:   1.416 ( 1.557)  Acc@1:  50.000 ( 45.815)  Acc@5: 100.000 ( 91.193)
Test: [1650/4999]  Time: 0.010 (0.010)  Loss:   1.616 ( 1.555)  Acc@1:  50.000 ( 45.912)  Acc@5: 100.000 ( 91.187)
Test: [1700/4999]  Time: 0.010 (0.010)  Loss:   3.114 ( 1.559)  Acc@1:   0.000 ( 45.650)  Acc@5:  50.000 ( 91.240)
Test: [1750/4999]  Time: 0.010 (0.010)  Loss:   2.096 ( 1.560)  Acc@1:  50.000 ( 45.574)  Acc@5:  50.000 ( 91.119)
Test: [1800/4999]  Time: 0.010 (0.010)  Loss:   1.290 ( 1.555)  Acc@1:  50.000 ( 45.752)  Acc@5: 100.000 ( 91.199)
Test: [1850/4999]  Time: 0.010 (0.010)  Loss:   1.613 ( 1.557)  Acc@1:   0.000 ( 45.732)  Acc@5: 100.000 ( 91.167)
Test: [1900/4999]  Time: 0.010 (0.010)  Loss:   1.087 ( 1.558)  Acc@1:  50.000 ( 45.581)  Acc@5: 100.000 ( 91.241)
Test: [1950/4999]  Time: 0.010 (0.010)  Loss:   1.319 ( 1.559)  Acc@1:  50.000 ( 45.336)  Acc@5: 100.000 ( 91.210)
Test: [2000/4999]  Time: 0.010 (0.010)  Loss:   1.903 ( 1.561)  Acc@1:   0.000 ( 45.277)  Acc@5: 100.000 ( 91.204)
Test: [2050/4999]  Time: 0.010 (0.010)  Loss:   1.902 ( 1.564)  Acc@1:  50.000 ( 45.124)  Acc@5: 100.000 ( 91.078)
Test: [2100/4999]  Time: 0.010 (0.010)  Loss:   2.055 ( 1.565)  Acc@1:   0.000 ( 45.026)  Acc@5: 100.000 ( 91.004)
Test: [2150/4999]  Time: 0.010 (0.010)  Loss:   1.388 ( 1.565)  Acc@1:  50.000 ( 45.026)  Acc@5: 100.000 ( 91.004)
Test: [2200/4999]  Time: 0.010 (0.010)  Loss:   1.914 ( 1.565)  Acc@1:   0.000 ( 45.002)  Acc@5: 100.000 ( 91.050)
Test: [2250/4999]  Time: 0.010 (0.010)  Loss:   1.459 ( 1.568)  Acc@1:   0.000 ( 44.891)  Acc@5: 100.000 ( 91.093)
Test: [2300/4999]  Time: 0.010 (0.010)  Loss:   1.886 ( 1.571)  Acc@1:  50.000 ( 44.720)  Acc@5: 100.000 ( 91.113)
Test: [2350/4999]  Time: 0.010 (0.010)  Loss:   1.830 ( 1.570)  Acc@1: 100.000 ( 44.768)  Acc@5: 100.000 ( 91.110)
Test: [2400/4999]  Time: 0.010 (0.010)  Loss:   1.435 ( 1.568)  Acc@1:  50.000 ( 44.960)  Acc@5: 100.000 ( 91.233)
Test: [2450/4999]  Time: 0.010 (0.010)  Loss:   1.464 ( 1.565)  Acc@1: 100.000 ( 45.206)  Acc@5: 100.000 ( 91.289)
Test: [2500/4999]  Time: 0.010 (0.010)  Loss:   1.574 ( 1.565)  Acc@1:  50.000 ( 45.182)  Acc@5: 100.000 ( 91.283)
Test: [2550/4999]  Time: 0.010 (0.010)  Loss:   2.449 ( 1.569)  Acc@1:   0.000 ( 45.041)  Acc@5:  50.000 ( 91.219)
Test: [2600/4999]  Time: 0.010 (0.010)  Loss:   1.182 ( 1.570)  Acc@1:  50.000 ( 44.887)  Acc@5: 100.000 ( 91.273)
Test: [2650/4999]  Time: 0.010 (0.010)  Loss:   1.731 ( 1.569)  Acc@1:  50.000 ( 44.832)  Acc@5: 100.000 ( 91.305)
Test: [2700/4999]  Time: 0.010 (0.010)  Loss:   1.167 ( 1.568)  Acc@1:  50.000 ( 44.946)  Acc@5: 100.000 ( 91.374)
Test: [2750/4999]  Time: 0.010 (0.010)  Loss:   1.813 ( 1.567)  Acc@1:  50.000 ( 44.965)  Acc@5: 100.000 ( 91.439)
Test: [2800/4999]  Time: 0.010 (0.010)  Loss:   1.459 ( 1.567)  Acc@1:  50.000 ( 44.930)  Acc@5: 100.000 ( 91.503)
Test: [2850/4999]  Time: 0.010 (0.010)  Loss:   0.930 ( 1.567)  Acc@1:  50.000 ( 44.914)  Acc@5: 100.000 ( 91.477)
Test: [2900/4999]  Time: 0.010 (0.010)  Loss:   3.217 ( 1.568)  Acc@1:   0.000 ( 44.933)  Acc@5:   0.000 ( 91.417)
Test: [2950/4999]  Time: 0.010 (0.010)  Loss:   1.548 ( 1.567)  Acc@1:  50.000 ( 45.019)  Acc@5: 100.000 ( 91.376)
Test: [3000/4999]  Time: 0.010 (0.010)  Loss:   2.532 ( 1.569)  Acc@1:   0.000 ( 44.852)  Acc@5: 100.000 ( 91.353)
Test: [3050/4999]  Time: 0.010 (0.010)  Loss:   2.065 ( 1.572)  Acc@1:   0.000 ( 44.657)  Acc@5: 100.000 ( 91.314)
Test: [3100/4999]  Time: 0.010 (0.010)  Loss:   1.300 ( 1.572)  Acc@1:  50.000 ( 44.582)  Acc@5: 100.000 ( 91.358)
Test: [3150/4999]  Time: 0.010 (0.010)  Loss:   2.202 ( 1.573)  Acc@1:   0.000 ( 44.478)  Acc@5:  50.000 ( 91.320)
Test: [3200/4999]  Time: 0.010 (0.010)  Loss:   2.523 ( 1.575)  Acc@1:   0.000 ( 44.392)  Acc@5:  50.000 ( 91.253)
Test: [3250/4999]  Time: 0.010 (0.010)  Loss:   1.362 ( 1.575)  Acc@1:   0.000 ( 44.371)  Acc@5: 100.000 ( 91.172)
Test: [3300/4999]  Time: 0.010 (0.010)  Loss:   1.711 ( 1.574)  Acc@1:   0.000 ( 44.350)  Acc@5: 100.000 ( 91.169)
Test: [3350/4999]  Time: 0.010 (0.010)  Loss:   1.471 ( 1.577)  Acc@1:  50.000 ( 44.330)  Acc@5: 100.000 ( 91.122)
Test: [3400/4999]  Time: 0.010 (0.010)  Loss:   1.850 ( 1.578)  Acc@1:  50.000 ( 44.296)  Acc@5: 100.000 ( 91.076)
Test: [3450/4999]  Time: 0.010 (0.010)  Loss:   1.327 ( 1.579)  Acc@1:  50.000 ( 44.320)  Acc@5: 100.000 ( 91.061)
Test: [3500/4999]  Time: 0.010 (0.010)  Loss:   1.489 ( 1.578)  Acc@1:   0.000 ( 44.402)  Acc@5: 100.000 ( 91.017)
Test: [3550/4999]  Time: 0.010 (0.010)  Loss:   2.031 ( 1.577)  Acc@1:  50.000 ( 44.438)  Acc@5:  50.000 ( 91.017)
Test: [3600/4999]  Time: 0.010 (0.010)  Loss:   1.162 ( 1.576)  Acc@1:  50.000 ( 44.488)  Acc@5: 100.000 ( 91.086)
Test: [3650/4999]  Time: 0.011 (0.010)  Loss:   1.590 ( 1.576)  Acc@1:   0.000 ( 44.440)  Acc@5: 100.000 ( 91.071)
Test: [3700/4999]  Time: 0.010 (0.010)  Loss:   2.510 ( 1.577)  Acc@1:   0.000 ( 44.529)  Acc@5:  50.000 ( 90.989)
Test: [3750/4999]  Time: 0.010 (0.010)  Loss:   1.775 ( 1.576)  Acc@1:  50.000 ( 44.535)  Acc@5: 100.000 ( 90.989)
Test: [3800/4999]  Time: 0.010 (0.010)  Loss:   1.617 ( 1.576)  Acc@1:  50.000 ( 44.528)  Acc@5: 100.000 ( 91.029)
Test: [3850/4999]  Time: 0.010 (0.010)  Loss:   2.129 ( 1.577)  Acc@1:   0.000 ( 44.404)  Acc@5: 100.000 ( 91.028)
Test: [3900/4999]  Time: 0.010 (0.010)  Loss:   1.152 ( 1.577)  Acc@1:  50.000 ( 44.348)  Acc@5: 100.000 ( 91.015)
Test: [3950/4999]  Time: 0.010 (0.010)  Loss:   1.625 ( 1.577)  Acc@1:   0.000 ( 44.255)  Acc@5: 100.000 ( 90.977)
Test: [4000/4999]  Time: 0.010 (0.010)  Loss:   1.615 ( 1.577)  Acc@1:   0.000 ( 44.289)  Acc@5: 100.000 ( 91.040)
Test: [4050/4999]  Time: 0.010 (0.010)  Loss:   2.198 ( 1.578)  Acc@1:   0.000 ( 44.224)  Acc@5: 100.000 ( 90.978)
Test: [4100/4999]  Time: 0.010 (0.010)  Loss:   1.940 ( 1.579)  Acc@1:   0.000 ( 44.172)  Acc@5:  50.000 ( 90.917)
Test: [4150/4999]  Time: 0.010 (0.010)  Loss:   1.593 ( 1.579)  Acc@1:  50.000 ( 44.194)  Acc@5:  50.000 ( 90.930)
Test: [4200/4999]  Time: 0.010 (0.010)  Loss:   1.399 ( 1.579)  Acc@1:  50.000 ( 44.097)  Acc@5: 100.000 ( 90.955)
Test: [4250/4999]  Time: 0.010 (0.010)  Loss:   2.897 ( 1.579)  Acc@1:   0.000 ( 44.084)  Acc@5:   0.000 ( 90.932)
Test: [4300/4999]  Time: 0.010 (0.010)  Loss:   0.840 ( 1.578)  Acc@1: 100.000 ( 44.118)  Acc@5: 100.000 ( 90.932)
Test: [4350/4999]  Time: 0.010 (0.010)  Loss:   1.047 ( 1.580)  Acc@1: 100.000 ( 44.047)  Acc@5: 100.000 ( 90.887)
Test: [4400/4999]  Time: 0.010 (0.010)  Loss:   1.786 ( 1.581)  Acc@1:  50.000 ( 44.001)  Acc@5:  50.000 ( 90.843)
Test: [4450/4999]  Time: 0.010 (0.010)  Loss:   2.039 ( 1.582)  Acc@1:  50.000 ( 43.956)  Acc@5: 100.000 ( 90.834)
Test: [4500/4999]  Time: 0.010 (0.010)  Loss:   2.142 ( 1.582)  Acc@1:  50.000 ( 43.935)  Acc@5: 100.000 ( 90.769)
Test: [4550/4999]  Time: 0.010 (0.010)  Loss:   1.825 ( 1.583)  Acc@1:   0.000 ( 43.891)  Acc@5: 100.000 ( 90.749)
Test: [4600/4999]  Time: 0.010 (0.010)  Loss:   0.807 ( 1.582)  Acc@1: 100.000 ( 43.925)  Acc@5: 100.000 ( 90.774)
Test: [4650/4999]  Time: 0.010 (0.010)  Loss:   1.599 ( 1.581)  Acc@1:  50.000 ( 43.937)  Acc@5: 100.000 ( 90.808)
Test: [4700/4999]  Time: 0.010 (0.010)  Loss:   1.255 ( 1.581)  Acc@1:  50.000 ( 43.959)  Acc@5: 100.000 ( 90.810)
Test: [4750/4999]  Time: 0.010 (0.010)  Loss:   1.493 ( 1.579)  Acc@1:  50.000 ( 44.001)  Acc@5: 100.000 ( 90.844)
Test: [4800/4999]  Time: 0.010 (0.010)  Loss:   0.979 ( 1.578)  Acc@1: 100.000 ( 44.022)  Acc@5: 100.000 ( 90.856)
Test: [4850/4999]  Time: 0.010 (0.010)  Loss:   1.375 ( 1.578)  Acc@1:  50.000 ( 44.084)  Acc@5: 100.000 ( 90.827)
Test: [4900/4999]  Time: 0.010 (0.010)  Loss:   1.062 ( 1.579)  Acc@1: 100.000 ( 43.991)  Acc@5: 100.000 ( 90.808)
Test: [4950/4999]  Time: 0.010 (0.010)  Loss:   1.632 ( 1.579)  Acc@1:  50.000 ( 44.001)  Acc@5: 100.000 ( 90.860)
Test: [4999/4999]  Time: 0.008 (0.010)  Loss:   1.120 ( 1.579)  Acc@1: 100.000 ( 44.020)  Acc@5: 100.000 ( 90.840)
Test: [   0/4999]  Time: 0.019 (0.019)  Loss:   1.643 ( 1.643)  Acc@1:  50.000 ( 50.000)  Acc@5: 100.000 (100.000)
Test: [  50/4999]  Time: 0.010 (0.010)  Loss:   1.720 ( 1.515)  Acc@1:  50.000 ( 50.000)  Acc@5: 100.000 ( 93.137)
Test: [ 100/4999]  Time: 0.010 (0.010)  Loss:   1.914 ( 1.630)  Acc@1:   0.000 ( 42.574)  Acc@5: 100.000 ( 89.604)
Test: [ 150/4999]  Time: 0.010 (0.010)  Loss:   1.126 ( 1.612)  Acc@1: 100.000 ( 42.384)  Acc@5: 100.000 ( 89.735)
Test: [ 200/4999]  Time: 0.010 (0.010)  Loss:   1.882 ( 1.607)  Acc@1:  50.000 ( 42.537)  Acc@5: 100.000 ( 90.299)
Test: [ 250/4999]  Time: 0.010 (0.010)  Loss:   1.184 ( 1.611)  Acc@1:  50.000 ( 42.829)  Acc@5: 100.000 ( 89.841)
Test: [ 300/4999]  Time: 0.010 (0.010)  Loss:   1.498 ( 1.594)  Acc@1:  50.000 ( 44.186)  Acc@5: 100.000 ( 91.030)
Test: [ 350/4999]  Time: 0.010 (0.010)  Loss:   2.141 ( 1.586)  Acc@1:  50.000 ( 43.875)  Acc@5: 100.000 ( 91.595)
Test: [ 400/4999]  Time: 0.010 (0.010)  Loss:   0.768 ( 1.587)  Acc@1: 100.000 ( 42.893)  Acc@5: 100.000 ( 91.895)
Test: [ 450/4999]  Time: 0.010 (0.010)  Loss:   1.895 ( 1.583)  Acc@1:   0.000 ( 43.459)  Acc@5: 100.000 ( 91.685)
Test: [ 500/4999]  Time: 0.010 (0.010)  Loss:   1.408 ( 1.573)  Acc@1:  50.000 ( 44.012)  Acc@5: 100.000 ( 91.717)
Test: [ 550/4999]  Time: 0.010 (0.010)  Loss:   1.749 ( 1.568)  Acc@1:  50.000 ( 44.465)  Acc@5: 100.000 ( 91.833)
Test: [ 600/4999]  Time: 0.010 (0.010)  Loss:   1.430 ( 1.565)  Acc@1:  50.000 ( 44.592)  Acc@5: 100.000 ( 91.930)
Test: [ 650/4999]  Time: 0.010 (0.010)  Loss:   1.359 ( 1.571)  Acc@1:  50.000 ( 43.932)  Acc@5: 100.000 ( 91.859)
Test: [ 700/4999]  Time: 0.010 (0.010)  Loss:   1.231 ( 1.570)  Acc@1:  50.000 ( 44.009)  Acc@5: 100.000 ( 91.655)
Test: [ 750/4999]  Time: 0.010 (0.010)  Loss:   1.716 ( 1.560)  Acc@1:   0.000 ( 44.341)  Acc@5:  50.000 ( 92.077)
Test: [ 800/4999]  Time: 0.010 (0.010)  Loss:   2.078 ( 1.565)  Acc@1:  50.000 ( 44.070)  Acc@5:  50.000 ( 92.010)
Test: [ 850/4999]  Time: 0.010 (0.010)  Loss:   1.643 ( 1.564)  Acc@1:  50.000 ( 44.242)  Acc@5: 100.000 ( 91.833)
Test: [ 900/4999]  Time: 0.010 (0.010)  Loss:   1.798 ( 1.563)  Acc@1:  50.000 ( 44.007)  Acc@5: 100.000 ( 91.898)
Test: [ 950/4999]  Time: 0.010 (0.010)  Loss:   0.919 ( 1.560)  Acc@1: 100.000 ( 44.164)  Acc@5: 100.000 ( 91.746)
Test: [1000/4999]  Time: 0.010 (0.010)  Loss:   1.533 ( 1.563)  Acc@1:  50.000 ( 43.956)  Acc@5: 100.000 ( 91.708)
Test: [1050/4999]  Time: 0.010 (0.010)  Loss:   1.335 ( 1.562)  Acc@1:  50.000 ( 43.863)  Acc@5: 100.000 ( 91.770)
Test: [1100/4999]  Time: 0.010 (0.010)  Loss:   0.838 ( 1.564)  Acc@1: 100.000 ( 44.142)  Acc@5: 100.000 ( 91.644)
Test: [1150/4999]  Time: 0.010 (0.010)  Loss:   2.067 ( 1.565)  Acc@1:  50.000 ( 44.179)  Acc@5: 100.000 ( 91.616)
Test: [1200/4999]  Time: 0.010 (0.010)  Loss:   1.296 ( 1.564)  Acc@1:  50.000 ( 44.130)  Acc@5: 100.000 ( 91.590)
Test: [1250/4999]  Time: 0.010 (0.010)  Loss:   1.091 ( 1.564)  Acc@1: 100.000 ( 44.325)  Acc@5: 100.000 ( 91.527)
Test: [1300/4999]  Time: 0.010 (0.010)  Loss:   1.124 ( 1.573)  Acc@1:  50.000 ( 43.966)  Acc@5: 100.000 ( 91.353)
Test: [1350/4999]  Time: 0.010 (0.010)  Loss:   1.025 ( 1.572)  Acc@1:  50.000 ( 44.004)  Acc@5: 100.000 ( 91.414)
Test: [1400/4999]  Time: 0.010 (0.010)  Loss:   1.923 ( 1.572)  Acc@1: 100.000 ( 43.862)  Acc@5: 100.000 ( 91.506)
Test: [1450/4999]  Time: 0.010 (0.010)  Loss:   1.772 ( 1.572)  Acc@1:  50.000 ( 43.901)  Acc@5: 100.000 ( 91.661)
Test: [1500/4999]  Time: 0.010 (0.010)  Loss:   0.674 ( 1.569)  Acc@1: 100.000 ( 44.171)  Acc@5: 100.000 ( 91.672)
Test: [1550/4999]  Time: 0.010 (0.010)  Loss:   0.650 ( 1.567)  Acc@1: 100.000 ( 44.358)  Acc@5: 100.000 ( 91.715)
Test: [1600/4999]  Time: 0.010 (0.010)  Loss:   1.936 ( 1.566)  Acc@1:   0.000 ( 44.441)  Acc@5: 100.000 ( 91.755)
Test: [1650/4999]  Time: 0.010 (0.010)  Loss:   2.013 ( 1.565)  Acc@1:   0.000 ( 44.397)  Acc@5: 100.000 ( 91.732)
Test: [1700/4999]  Time: 0.010 (0.010)  Loss:   2.079 ( 1.566)  Acc@1:   0.000 ( 44.268)  Acc@5: 100.000 ( 91.770)
Test: [1750/4999]  Time: 0.010 (0.010)  Loss:   0.820 ( 1.565)  Acc@1: 100.000 ( 44.318)  Acc@5: 100.000 ( 91.776)
Test: [1800/4999]  Time: 0.010 (0.010)  Loss:   3.065 ( 1.565)  Acc@1:   0.000 ( 44.336)  Acc@5:  50.000 ( 91.699)
Test: [1850/4999]  Time: 0.010 (0.010)  Loss:   0.959 ( 1.565)  Acc@1:  50.000 ( 44.246)  Acc@5: 100.000 ( 91.599)
Test: [1900/4999]  Time: 0.010 (0.010)  Loss:   1.818 ( 1.565)  Acc@1:  50.000 ( 44.240)  Acc@5: 100.000 ( 91.636)
Test: [1950/4999]  Time: 0.010 (0.010)  Loss:   2.644 ( 1.564)  Acc@1:   0.000 ( 44.285)  Acc@5: 100.000 ( 91.722)
Test: [2000/4999]  Time: 0.010 (0.010)  Loss:   2.844 ( 1.565)  Acc@1:   0.000 ( 44.378)  Acc@5:   0.000 ( 91.579)
Test: [2050/4999]  Time: 0.010 (0.010)  Loss:   1.004 ( 1.566)  Acc@1:  50.000 ( 44.564)  Acc@5: 100.000 ( 91.663)
Test: [2100/4999]  Time: 0.010 (0.010)  Loss:   1.408 ( 1.568)  Acc@1:  50.000 ( 44.550)  Acc@5: 100.000 ( 91.552)
Test: [2150/4999]  Time: 0.010 (0.010)  Loss:   1.158 ( 1.567)  Acc@1:  50.000 ( 44.584)  Acc@5: 100.000 ( 91.492)
Test: [2200/4999]  Time: 0.010 (0.010)  Loss:   1.627 ( 1.564)  Acc@1:  50.000 ( 44.752)  Acc@5: 100.000 ( 91.549)
Test: [2250/4999]  Time: 0.010 (0.010)  Loss:   1.582 ( 1.563)  Acc@1:  50.000 ( 44.802)  Acc@5: 100.000 ( 91.648)
Test: [2300/4999]  Time: 0.010 (0.010)  Loss:   1.505 ( 1.563)  Acc@1:  50.000 ( 44.850)  Acc@5: 100.000 ( 91.656)
Test: [2350/4999]  Time: 0.010 (0.010)  Loss:   1.501 ( 1.562)  Acc@1: 100.000 ( 44.917)  Acc@5: 100.000 ( 91.727)
Test: [2400/4999]  Time: 0.010 (0.010)  Loss:   1.639 ( 1.564)  Acc@1:  50.000 ( 44.981)  Acc@5:  50.000 ( 91.608)
Test: [2450/4999]  Time: 0.010 (0.010)  Loss:   1.503 ( 1.562)  Acc@1: 100.000 ( 45.043)  Acc@5: 100.000 ( 91.636)
Test: [2500/4999]  Time: 0.010 (0.010)  Loss:   0.869 ( 1.560)  Acc@1: 100.000 ( 45.062)  Acc@5: 100.000 ( 91.663)
Test: [2550/4999]  Time: 0.010 (0.010)  Loss:   1.394 ( 1.560)  Acc@1:   0.000 ( 45.002)  Acc@5: 100.000 ( 91.709)
Test: [2600/4999]  Time: 0.010 (0.010)  Loss:   2.016 ( 1.562)  Acc@1:   0.000 ( 44.867)  Acc@5: 100.000 ( 91.734)
Test: [2650/4999]  Time: 0.010 (0.010)  Loss:   1.070 ( 1.562)  Acc@1:  50.000 ( 44.719)  Acc@5: 100.000 ( 91.739)
Test: [2700/4999]  Time: 0.010 (0.010)  Loss:   2.670 ( 1.563)  Acc@1:   0.000 ( 44.632)  Acc@5: 100.000 ( 91.725)
Test: [2750/4999]  Time: 0.010 (0.010)  Loss:   2.039 ( 1.564)  Acc@1:   0.000 ( 44.693)  Acc@5: 100.000 ( 91.676)
Test: [2800/4999]  Time: 0.010 (0.010)  Loss:   1.746 ( 1.566)  Acc@1:  50.000 ( 44.663)  Acc@5: 100.000 ( 91.646)
Test: [2850/4999]  Time: 0.010 (0.010)  Loss:   1.396 ( 1.567)  Acc@1:  50.000 ( 44.669)  Acc@5: 100.000 ( 91.652)
Test: [2900/4999]  Time: 0.010 (0.010)  Loss:   1.457 ( 1.565)  Acc@1:  50.000 ( 44.795)  Acc@5: 100.000 ( 91.710)
Test: [2950/4999]  Time: 0.010 (0.010)  Loss:   1.768 ( 1.567)  Acc@1:  50.000 ( 44.798)  Acc@5: 100.000 ( 91.647)
Test: [3000/4999]  Time: 0.010 (0.010)  Loss:   1.922 ( 1.566)  Acc@1:   0.000 ( 44.918)  Acc@5: 100.000 ( 91.686)
Test: [3050/4999]  Time: 0.010 (0.010)  Loss:   1.082 ( 1.566)  Acc@1: 100.000 ( 44.805)  Acc@5: 100.000 ( 91.724)
Test: [3100/4999]  Time: 0.010 (0.010)  Loss:   2.010 ( 1.567)  Acc@1:  50.000 ( 44.792)  Acc@5:  50.000 ( 91.696)
Test: [3150/4999]  Time: 0.010 (0.010)  Loss:   1.499 ( 1.568)  Acc@1:  50.000 ( 44.779)  Acc@5: 100.000 ( 91.669)
Test: [3200/4999]  Time: 0.010 (0.010)  Loss:   2.005 ( 1.567)  Acc@1:  50.000 ( 44.861)  Acc@5: 100.000 ( 91.706)
Test: [3250/4999]  Time: 0.010 (0.010)  Loss:   2.406 ( 1.569)  Acc@1:   0.000 ( 44.755)  Acc@5:  50.000 ( 91.633)
Test: [3300/4999]  Time: 0.010 (0.010)  Loss:   0.722 ( 1.568)  Acc@1: 100.000 ( 44.683)  Acc@5: 100.000 ( 91.669)
Test: [3350/4999]  Time: 0.010 (0.010)  Loss:   1.124 ( 1.569)  Acc@1:  50.000 ( 44.718)  Acc@5: 100.000 ( 91.674)
Test: [3400/4999]  Time: 0.010 (0.010)  Loss:   1.062 ( 1.569)  Acc@1: 100.000 ( 44.649)  Acc@5: 100.000 ( 91.679)
Test: [3450/4999]  Time: 0.010 (0.010)  Loss:   2.577 ( 1.569)  Acc@1:   0.000 ( 44.697)  Acc@5:  50.000 ( 91.669)
Test: [3500/4999]  Time: 0.010 (0.010)  Loss:   1.783 ( 1.571)  Acc@1:  50.000 ( 44.587)  Acc@5: 100.000 ( 91.660)
Test: [3550/4999]  Time: 0.010 (0.010)  Loss:   1.466 ( 1.571)  Acc@1:  50.000 ( 44.537)  Acc@5: 100.000 ( 91.650)
Test: [3600/4999]  Time: 0.010 (0.010)  Loss:   2.338 ( 1.570)  Acc@1:   0.000 ( 44.696)  Acc@5: 100.000 ( 91.683)
Test: [3650/4999]  Time: 0.010 (0.010)  Loss:   1.410 ( 1.570)  Acc@1:  50.000 ( 44.782)  Acc@5: 100.000 ( 91.742)
Test: [3700/4999]  Time: 0.010 (0.010)  Loss:   1.265 ( 1.569)  Acc@1:   0.000 ( 44.893)  Acc@5: 100.000 ( 91.732)
Test: [3750/4999]  Time: 0.010 (0.010)  Loss:   1.313 ( 1.569)  Acc@1:  50.000 ( 44.855)  Acc@5: 100.000 ( 91.722)
Test: [3800/4999]  Time: 0.010 (0.010)  Loss:   2.154 ( 1.569)  Acc@1:  50.000 ( 44.883)  Acc@5: 100.000 ( 91.686)
Test: [3850/4999]  Time: 0.010 (0.010)  Loss:   0.946 ( 1.567)  Acc@1: 100.000 ( 44.949)  Acc@5: 100.000 ( 91.703)
Test: [3900/4999]  Time: 0.010 (0.010)  Loss:   1.185 ( 1.567)  Acc@1: 100.000 ( 44.976)  Acc@5: 100.000 ( 91.643)
Test: [3950/4999]  Time: 0.010 (0.010)  Loss:   1.547 ( 1.567)  Acc@1: 100.000 ( 45.052)  Acc@5: 100.000 ( 91.622)
Test: [4000/4999]  Time: 0.010 (0.010)  Loss:   0.963 ( 1.567)  Acc@1: 100.000 ( 45.051)  Acc@5: 100.000 ( 91.590)
Test: [4050/4999]  Time: 0.010 (0.010)  Loss:   1.802 ( 1.567)  Acc@1:  50.000 ( 45.088)  Acc@5:  50.000 ( 91.558)
Test: [4100/4999]  Time: 0.010 (0.010)  Loss:   2.323 ( 1.567)  Acc@1:   0.000 ( 44.965)  Acc@5: 100.000 ( 91.624)
Test: [4150/4999]  Time: 0.010 (0.010)  Loss:   1.339 ( 1.568)  Acc@1: 100.000 ( 44.833)  Acc@5: 100.000 ( 91.580)
Test: [4200/4999]  Time: 0.010 (0.010)  Loss:   1.553 ( 1.569)  Acc@1:  50.000 ( 44.751)  Acc@5: 100.000 ( 91.562)
Test: [4250/4999]  Time: 0.010 (0.010)  Loss:   1.633 ( 1.569)  Acc@1:  50.000 ( 44.766)  Acc@5: 100.000 ( 91.520)
Test: [4300/4999]  Time: 0.010 (0.010)  Loss:   2.034 ( 1.569)  Acc@1:   0.000 ( 44.780)  Acc@5:  50.000 ( 91.467)
Test: [4350/4999]  Time: 0.010 (0.010)  Loss:   1.556 ( 1.570)  Acc@1:   0.000 ( 44.725)  Acc@5: 100.000 ( 91.450)
Test: [4400/4999]  Time: 0.010 (0.010)  Loss:   1.642 ( 1.570)  Acc@1:  50.000 ( 44.751)  Acc@5: 100.000 ( 91.434)
Test: [4450/4999]  Time: 0.010 (0.010)  Loss:   2.359 ( 1.570)  Acc@1:   0.000 ( 44.754)  Acc@5: 100.000 ( 91.429)
Test: [4500/4999]  Time: 0.010 (0.010)  Loss:   0.834 ( 1.568)  Acc@1: 100.000 ( 44.834)  Acc@5: 100.000 ( 91.469)
Test: [4550/4999]  Time: 0.010 (0.010)  Loss:   0.927 ( 1.568)  Acc@1: 100.000 ( 44.891)  Acc@5: 100.000 ( 91.430)
Test: [4600/4999]  Time: 0.010 (0.010)  Loss:   1.126 ( 1.568)  Acc@1:  50.000 ( 44.914)  Acc@5: 100.000 ( 91.448)
