Training with a single process on 1 device (cuda:0).
WARNING: No pretrained configuration specified for MONet_T_12 model. Using a default. Please add a config to the model pretrained_cfg registry or pass explicitly.
Model MONet_T_12 created, param count:13157026
Data processing configuration for current model + dataset:
	input_size: (3, 32, 32)
Train: 2 [8600/20000 ( 43%)]  Loss: 1.44 (2.04)  Time: 0.046s,   43.48/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [8650/20000 ( 43%)]  Loss: 1.48 (2.04)  Time: 0.046s,   43.42/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [8700/20000 ( 44%)]  Loss: 1.92 (2.04)  Time: 0.046s,   43.72/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [8750/20000 ( 44%)]  Loss: 1.32 (2.04)  Time: 0.046s,   43.35/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [8800/20000 ( 44%)]  Loss: 2.71 (2.03)  Time: 0.046s,   43.54/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [8850/20000 ( 44%)]  Loss: 2.13 (2.03)  Time: 0.046s,   43.52/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [8900/20000 ( 45%)]  Loss: 1.97 (2.03)  Time: 0.046s,   43.22/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [8950/20000 ( 45%)]  Loss: 1.71 (2.03)  Time: 0.046s,   43.43/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9000/20000 ( 45%)]  Loss: 2.02 (2.03)  Time: 0.046s,   43.26/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9050/20000 ( 45%)]  Loss: 1.45 (2.03)  Time: 0.046s,   43.24/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9100/20000 ( 46%)]  Loss: 2.20 (2.03)  Time: 0.046s,   43.36/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9150/20000 ( 46%)]  Loss: 1.36 (2.03)  Time: 0.046s,   43.08/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9200/20000 ( 46%)]  Loss: 1.65 (2.03)  Time: 0.046s,   43.33/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9250/20000 ( 46%)]  Loss: 2.43 (2.03)  Time: 0.046s,   43.47/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9300/20000 ( 47%)]  Loss: 1.39 (2.03)  Time: 0.046s,   43.44/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9350/20000 ( 47%)]  Loss: 1.41 (2.03)  Time: 0.046s,   43.44/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9400/20000 ( 47%)]  Loss: 1.90 (2.03)  Time: 0.046s,   43.12/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9450/20000 ( 47%)]  Loss: 1.96 (2.03)  Time: 0.047s,   42.88/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9500/20000 ( 48%)]  Loss: 2.27 (2.03)  Time: 0.046s,   43.22/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9550/20000 ( 48%)]  Loss: 2.01 (2.03)  Time: 0.046s,   43.25/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9600/20000 ( 48%)]  Loss: 2.57 (2.03)  Time: 0.047s,   42.89/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9650/20000 ( 48%)]  Loss: 1.92 (2.03)  Time: 0.046s,   43.46/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9700/20000 ( 49%)]  Loss: 2.14 (2.03)  Time: 0.047s,   42.95/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9750/20000 ( 49%)]  Loss: 1.79 (2.03)  Time: 0.046s,   43.30/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9800/20000 ( 49%)]  Loss: 1.07 (2.03)  Time: 0.046s,   43.24/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9850/20000 ( 49%)]  Loss: 1.75 (2.03)  Time: 0.046s,   43.06/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9900/20000 ( 50%)]  Loss: 3.03 (2.03)  Time: 0.046s,   43.17/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [9950/20000 ( 50%)]  Loss: 2.74 (2.03)  Time: 0.046s,   43.21/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10000/20000 ( 50%)]  Loss: 2.18 (2.03)  Time: 0.046s,   43.52/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10050/20000 ( 50%)]  Loss: 2.06 (2.03)  Time: 0.046s,   43.56/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10100/20000 ( 51%)]  Loss: 1.60 (2.03)  Time: 0.046s,   43.41/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10150/20000 ( 51%)]  Loss: 2.07 (2.03)  Time: 0.046s,   43.38/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10200/20000 ( 51%)]  Loss: 1.45 (2.03)  Time: 0.048s,   41.56/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10250/20000 ( 51%)]  Loss: 1.86 (2.03)  Time: 0.046s,   43.42/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10300/20000 ( 52%)]  Loss: 2.42 (2.03)  Time: 0.046s,   43.30/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10350/20000 ( 52%)]  Loss: 2.19 (2.03)  Time: 0.046s,   43.32/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10400/20000 ( 52%)]  Loss: 1.17 (2.03)  Time: 0.046s,   43.03/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10450/20000 ( 52%)]  Loss: 2.57 (2.03)  Time: 0.046s,   43.32/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10500/20000 ( 53%)]  Loss: 2.27 (2.03)  Time: 0.046s,   43.38/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10550/20000 ( 53%)]  Loss: 2.03 (2.03)  Time: 0.046s,   43.36/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10600/20000 ( 53%)]  Loss: 1.80 (2.03)  Time: 0.047s,   42.99/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10650/20000 ( 53%)]  Loss: 1.39 (2.03)  Time: 0.046s,   43.50/s  (0.046s,   43.13/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10700/20000 ( 54%)]  Loss: 2.42 (2.03)  Time: 0.046s,   43.35/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10750/20000 ( 54%)]  Loss: 1.86 (2.03)  Time: 0.047s,   42.57/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10800/20000 ( 54%)]  Loss: 2.14 (2.03)  Time: 0.046s,   43.38/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10850/20000 ( 54%)]  Loss: 2.48 (2.03)  Time: 0.046s,   43.37/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10900/20000 ( 55%)]  Loss: 2.17 (2.03)  Time: 0.046s,   43.35/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [10950/20000 ( 55%)]  Loss: 2.50 (2.03)  Time: 0.046s,   43.46/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11000/20000 ( 55%)]  Loss: 2.15 (2.03)  Time: 0.047s,   42.86/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11050/20000 ( 55%)]  Loss: 2.31 (2.03)  Time: 0.046s,   43.32/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11100/20000 ( 56%)]  Loss: 1.95 (2.03)  Time: 0.047s,   42.79/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11150/20000 ( 56%)]  Loss: 1.81 (2.03)  Time: 0.046s,   43.01/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11200/20000 ( 56%)]  Loss: 2.18 (2.03)  Time: 0.046s,   43.47/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11250/20000 ( 56%)]  Loss: 2.36 (2.03)  Time: 0.046s,   43.06/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11300/20000 ( 57%)]  Loss: 1.85 (2.03)  Time: 0.046s,   43.19/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11350/20000 ( 57%)]  Loss: 1.90 (2.03)  Time: 0.046s,   43.44/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11400/20000 ( 57%)]  Loss: 1.66 (2.03)  Time: 0.046s,   43.42/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11450/20000 ( 57%)]  Loss: 2.40 (2.03)  Time: 0.046s,   43.23/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11500/20000 ( 58%)]  Loss: 1.96 (2.03)  Time: 0.046s,   43.44/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11550/20000 ( 58%)]  Loss: 1.97 (2.03)  Time: 0.046s,   43.33/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11600/20000 ( 58%)]  Loss: 2.06 (2.03)  Time: 0.046s,   43.10/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11650/20000 ( 58%)]  Loss: 1.44 (2.03)  Time: 0.046s,   43.33/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11700/20000 ( 59%)]  Loss: 2.50 (2.03)  Time: 0.046s,   43.42/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11750/20000 ( 59%)]  Loss: 2.90 (2.03)  Time: 0.046s,   43.21/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11800/20000 ( 59%)]  Loss: 1.94 (2.03)  Time: 0.046s,   43.36/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11850/20000 ( 59%)]  Loss: 1.92 (2.03)  Time: 0.046s,   43.28/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11900/20000 ( 60%)]  Loss: 2.27 (2.03)  Time: 0.046s,   43.33/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [11950/20000 ( 60%)]  Loss: 2.39 (2.03)  Time: 0.046s,   43.54/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12000/20000 ( 60%)]  Loss: 2.25 (2.03)  Time: 0.046s,   43.50/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12050/20000 ( 60%)]  Loss: 1.95 (2.03)  Time: 0.046s,   43.17/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12100/20000 ( 61%)]  Loss: 1.88 (2.03)  Time: 0.046s,   43.21/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12150/20000 ( 61%)]  Loss: 1.54 (2.03)  Time: 0.046s,   43.17/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12200/20000 ( 61%)]  Loss: 2.30 (2.03)  Time: 0.046s,   43.31/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12250/20000 ( 61%)]  Loss: 1.68 (2.03)  Time: 0.047s,   42.31/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.003 (0.002)
Train: 2 [12300/20000 ( 62%)]  Loss: 1.33 (2.03)  Time: 0.046s,   43.29/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12350/20000 ( 62%)]  Loss: 2.35 (2.03)  Time: 0.046s,   43.41/s  (0.046s,   43.11/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12400/20000 ( 62%)]  Loss: 1.56 (2.03)  Time: 0.046s,   43.19/s  (0.046s,   43.11/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12450/20000 ( 62%)]  Loss: 2.17 (2.03)  Time: 0.046s,   43.46/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12500/20000 ( 63%)]  Loss: 1.90 (2.03)  Time: 0.046s,   43.22/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12550/20000 ( 63%)]  Loss: 2.18 (2.03)  Time: 0.047s,   42.23/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12600/20000 ( 63%)]  Loss: 1.47 (2.03)  Time: 0.046s,   43.43/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12650/20000 ( 63%)]  Loss: 2.52 (2.03)  Time: 0.046s,   43.38/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12700/20000 ( 64%)]  Loss: 1.66 (2.03)  Time: 0.047s,   42.60/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12750/20000 ( 64%)]  Loss: 1.69 (2.03)  Time: 0.046s,   43.51/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12800/20000 ( 64%)]  Loss: 2.27 (2.03)  Time: 0.046s,   43.27/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12850/20000 ( 64%)]  Loss: 1.67 (2.03)  Time: 0.046s,   43.41/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12900/20000 ( 65%)]  Loss: 1.12 (2.03)  Time: 0.046s,   43.35/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [12950/20000 ( 65%)]  Loss: 2.43 (2.03)  Time: 0.046s,   43.30/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13000/20000 ( 65%)]  Loss: 1.95 (2.03)  Time: 0.046s,   43.36/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13050/20000 ( 65%)]  Loss: 1.45 (2.03)  Time: 0.046s,   43.41/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13100/20000 ( 66%)]  Loss: 1.66 (2.03)  Time: 0.046s,   43.47/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13150/20000 ( 66%)]  Loss: 2.04 (2.03)  Time: 0.046s,   43.38/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13200/20000 ( 66%)]  Loss: 1.12 (2.03)  Time: 0.046s,   43.31/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13250/20000 ( 66%)]  Loss: 2.00 (2.03)  Time: 0.046s,   43.43/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13300/20000 ( 67%)]  Loss: 2.05 (2.03)  Time: 0.046s,   43.37/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13350/20000 ( 67%)]  Loss: 2.40 (2.03)  Time: 0.046s,   43.14/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13400/20000 ( 67%)]  Loss: 2.23 (2.03)  Time: 0.051s,   39.23/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13450/20000 ( 67%)]  Loss: 2.25 (2.03)  Time: 0.046s,   43.46/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13500/20000 ( 68%)]  Loss: 1.84 (2.03)  Time: 0.046s,   43.37/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13550/20000 ( 68%)]  Loss: 1.57 (2.03)  Time: 0.046s,   43.28/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13600/20000 ( 68%)]  Loss: 1.72 (2.03)  Time: 0.046s,   43.22/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13650/20000 ( 68%)]  Loss: 2.39 (2.03)  Time: 0.046s,   43.23/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13700/20000 ( 69%)]  Loss: 2.08 (2.03)  Time: 0.046s,   43.50/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13750/20000 ( 69%)]  Loss: 2.07 (2.03)  Time: 0.046s,   43.23/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13800/20000 ( 69%)]  Loss: 1.96 (2.03)  Time: 0.046s,   43.36/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13850/20000 ( 69%)]  Loss: 1.51 (2.03)  Time: 0.046s,   43.39/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13900/20000 ( 70%)]  Loss: 2.08 (2.03)  Time: 0.046s,   43.33/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [13950/20000 ( 70%)]  Loss: 2.21 (2.03)  Time: 0.046s,   43.44/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14000/20000 ( 70%)]  Loss: 1.51 (2.03)  Time: 0.046s,   43.30/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14050/20000 ( 70%)]  Loss: 2.07 (2.03)  Time: 0.048s,   41.94/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.003 (0.002)
Train: 2 [14100/20000 ( 71%)]  Loss: 2.15 (2.03)  Time: 0.046s,   43.34/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14150/20000 ( 71%)]  Loss: 2.04 (2.03)  Time: 0.046s,   43.36/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14200/20000 ( 71%)]  Loss: 1.54 (2.03)  Time: 0.047s,   42.91/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14250/20000 ( 71%)]  Loss: 1.98 (2.03)  Time: 0.046s,   43.47/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14300/20000 ( 72%)]  Loss: 1.38 (2.03)  Time: 0.048s,   41.38/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14350/20000 ( 72%)]  Loss: 2.01 (2.03)  Time: 0.046s,   43.14/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14400/20000 ( 72%)]  Loss: 1.53 (2.03)  Time: 0.046s,   43.33/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14450/20000 ( 72%)]  Loss: 1.83 (2.03)  Time: 0.046s,   43.35/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14500/20000 ( 73%)]  Loss: 2.73 (2.03)  Time: 0.046s,   43.39/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14550/20000 ( 73%)]  Loss: 1.58 (2.03)  Time: 0.047s,   43.00/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14600/20000 ( 73%)]  Loss: 2.32 (2.03)  Time: 0.046s,   43.42/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14650/20000 ( 73%)]  Loss: 2.27 (2.03)  Time: 0.046s,   43.47/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14700/20000 ( 74%)]  Loss: 1.63 (2.02)  Time: 0.047s,   42.66/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14750/20000 ( 74%)]  Loss: 1.94 (2.02)  Time: 0.047s,   42.97/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14800/20000 ( 74%)]  Loss: 2.02 (2.02)  Time: 0.047s,   42.98/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.003 (0.002)
Train: 2 [14850/20000 ( 74%)]  Loss: 2.16 (2.02)  Time: 0.046s,   43.66/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14900/20000 ( 75%)]  Loss: 1.56 (2.02)  Time: 0.046s,   43.13/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [14950/20000 ( 75%)]  Loss: 2.64 (2.02)  Time: 0.046s,   43.35/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15000/20000 ( 75%)]  Loss: 2.95 (2.02)  Time: 0.047s,   42.66/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15050/20000 ( 75%)]  Loss: 1.22 (2.02)  Time: 0.047s,   42.69/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15100/20000 ( 76%)]  Loss: 1.76 (2.02)  Time: 0.046s,   43.51/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15150/20000 ( 76%)]  Loss: 2.05 (2.02)  Time: 0.047s,   42.97/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15200/20000 ( 76%)]  Loss: 2.09 (2.02)  Time: 0.046s,   43.45/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15250/20000 ( 76%)]  Loss: 1.99 (2.02)  Time: 0.046s,   43.34/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15300/20000 ( 77%)]  Loss: 2.29 (2.02)  Time: 0.046s,   43.06/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15350/20000 ( 77%)]  Loss: 2.51 (2.02)  Time: 0.047s,   42.56/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15400/20000 ( 77%)]  Loss: 2.68 (2.02)  Time: 0.046s,   43.36/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15450/20000 ( 77%)]  Loss: 1.40 (2.02)  Time: 0.047s,   42.97/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15500/20000 ( 78%)]  Loss: 2.48 (2.02)  Time: 0.046s,   43.37/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15550/20000 ( 78%)]  Loss: 1.79 (2.02)  Time: 0.046s,   43.46/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15600/20000 ( 78%)]  Loss: 1.89 (2.02)  Time: 0.046s,   43.36/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15650/20000 ( 78%)]  Loss: 1.92 (2.02)  Time: 0.046s,   43.41/s  (0.046s,   43.11/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15700/20000 ( 79%)]  Loss: 2.13 (2.02)  Time: 0.046s,   43.35/s  (0.046s,   43.11/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15750/20000 ( 79%)]  Loss: 2.42 (2.02)  Time: 0.046s,   43.52/s  (0.046s,   43.11/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15800/20000 ( 79%)]  Loss: 2.27 (2.02)  Time: 0.046s,   43.17/s  (0.046s,   43.11/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15850/20000 ( 79%)]  Loss: 1.35 (2.02)  Time: 0.046s,   43.35/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15900/20000 ( 80%)]  Loss: 1.27 (2.02)  Time: 0.046s,   43.39/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [15950/20000 ( 80%)]  Loss: 1.82 (2.02)  Time: 0.047s,   42.88/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [16000/20000 ( 80%)]  Loss: 1.30 (2.02)  Time: 0.046s,   43.09/s  (0.046s,   43.11/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [16050/20000 ( 80%)]  Loss: 2.40 (2.02)  Time: 0.046s,   43.39/s  (0.046s,   43.11/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [16100/20000 ( 81%)]  Loss: 1.77 (2.02)  Time: 0.046s,   43.38/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
Train: 2 [16150/20000 ( 81%)]  Loss: 2.50 (2.02)  Time: 0.048s,   41.74/s  (0.046s,   43.12/s)  LR: 2.800e-05  Data: 0.002 (0.002)
