Training with a single process on 1 device (cuda:0).
WARNING: No pretrained configuration specified for MONet_T_12 model. Using a default. Please add a config to the model pretrained_cfg registry or pass explicitly.
Model MONet_T_12 created, param count:13157026
Data processing configuration for current model + dataset:
	input_size: (3, 32, 32)
Test: [3150/4999]  Time: 0.010 (0.010)  Loss:   2.612 ( 1.507)  Acc@1:   0.000 ( 50.000)  Acc@5:  50.000 ( 92.129)
Test: [3200/4999]  Time: 0.010 (0.010)  Loss:   2.173 ( 1.509)  Acc@1:   0.000 ( 49.984)  Acc@5: 100.000 ( 92.096)
Test: [3250/4999]  Time: 0.010 (0.010)  Loss:   0.843 ( 1.510)  Acc@1: 100.000 ( 49.938)  Acc@5: 100.000 ( 92.079)
Test: [3300/4999]  Time: 0.010 (0.010)  Loss:   1.604 ( 1.509)  Acc@1:  50.000 ( 49.970)  Acc@5: 100.000 ( 92.093)
Test: [3350/4999]  Time: 0.010 (0.010)  Loss:   1.762 ( 1.511)  Acc@1:  50.000 ( 49.881)  Acc@5: 100.000 ( 91.987)
Test: [3400/4999]  Time: 0.010 (0.010)  Loss:   1.733 ( 1.512)  Acc@1:  50.000 ( 49.868)  Acc@5: 100.000 ( 91.958)
Test: [3450/4999]  Time: 0.010 (0.010)  Loss:   1.745 ( 1.513)  Acc@1:  50.000 ( 49.855)  Acc@5: 100.000 ( 91.973)
Test: [3500/4999]  Time: 0.010 (0.010)  Loss:   1.663 ( 1.512)  Acc@1:  50.000 ( 49.914)  Acc@5: 100.000 ( 91.917)
Test: [3550/4999]  Time: 0.010 (0.010)  Loss:   1.409 ( 1.512)  Acc@1:  50.000 ( 49.845)  Acc@5: 100.000 ( 91.918)
Test: [3600/4999]  Time: 0.010 (0.010)  Loss:   1.410 ( 1.512)  Acc@1:  50.000 ( 49.931)  Acc@5: 100.000 ( 91.919)
Test: [3650/4999]  Time: 0.010 (0.010)  Loss:   1.192 ( 1.512)  Acc@1: 100.000 ( 49.849)  Acc@5: 100.000 ( 91.947)
Test: [3700/4999]  Time: 0.010 (0.010)  Loss:   1.864 ( 1.512)  Acc@1:   0.000 ( 49.865)  Acc@5: 100.000 ( 91.921)
Test: [3750/4999]  Time: 0.010 (0.010)  Loss:   1.587 ( 1.513)  Acc@1:  50.000 ( 49.827)  Acc@5: 100.000 ( 91.895)
Test: [3800/4999]  Time: 0.010 (0.010)  Loss:   1.890 ( 1.513)  Acc@1:  50.000 ( 49.868)  Acc@5: 100.000 ( 91.910)
Test: [3850/4999]  Time: 0.010 (0.010)  Loss:   1.644 ( 1.513)  Acc@1:  50.000 ( 49.818)  Acc@5: 100.000 ( 91.924)
Test: [3900/4999]  Time: 0.010 (0.010)  Loss:   1.156 ( 1.512)  Acc@1: 100.000 ( 49.744)  Acc@5: 100.000 ( 91.951)
Test: [3950/4999]  Time: 0.010 (0.010)  Loss:   1.464 ( 1.512)  Acc@1:  50.000 ( 49.772)  Acc@5: 100.000 ( 91.964)
Test: [4000/4999]  Time: 0.010 (0.010)  Loss:   1.613 ( 1.512)  Acc@1:  50.000 ( 49.813)  Acc@5: 100.000 ( 92.014)
Test: [4050/4999]  Time: 0.010 (0.010)  Loss:   1.884 ( 1.513)  Acc@1:   0.000 ( 49.790)  Acc@5: 100.000 ( 91.990)
Test: [4100/4999]  Time: 0.010 (0.010)  Loss:   2.296 ( 1.515)  Acc@1:   0.000 ( 49.720)  Acc@5:  50.000 ( 91.941)
Test: [4150/4999]  Time: 0.010 (0.010)  Loss:   1.563 ( 1.514)  Acc@1:  50.000 ( 49.807)  Acc@5: 100.000 ( 91.966)
Test: [4200/4999]  Time: 0.010 (0.010)  Loss:   1.545 ( 1.515)  Acc@1:  50.000 ( 49.750)  Acc@5: 100.000 ( 91.978)
Test: [4250/4999]  Time: 0.010 (0.010)  Loss:   2.229 ( 1.515)  Acc@1:   0.000 ( 49.647)  Acc@5: 100.000 ( 92.025)
Test: [4300/4999]  Time: 0.010 (0.010)  Loss:   0.818 ( 1.514)  Acc@1: 100.000 ( 49.733)  Acc@5: 100.000 ( 92.037)
Test: [4350/4999]  Time: 0.010 (0.010)  Loss:   0.617 ( 1.515)  Acc@1: 100.000 ( 49.632)  Acc@5: 100.000 ( 92.071)
Test: [4400/4999]  Time: 0.010 (0.010)  Loss:   1.238 ( 1.516)  Acc@1:  50.000 ( 49.625)  Acc@5: 100.000 ( 92.059)
Test: [4450/4999]  Time: 0.010 (0.010)  Loss:   1.533 ( 1.516)  Acc@1:  50.000 ( 49.607)  Acc@5: 100.000 ( 92.035)
Test: [4500/4999]  Time: 0.010 (0.010)  Loss:   2.103 ( 1.516)  Acc@1:  50.000 ( 49.578)  Acc@5: 100.000 ( 92.046)
Test: [4550/4999]  Time: 0.010 (0.010)  Loss:   2.036 ( 1.516)  Acc@1:   0.000 ( 49.583)  Acc@5: 100.000 ( 92.046)
Test: [4600/4999]  Time: 0.010 (0.010)  Loss:   0.986 ( 1.516)  Acc@1:  50.000 ( 49.620)  Acc@5: 100.000 ( 92.067)
Test: [4650/4999]  Time: 0.010 (0.010)  Loss:   1.442 ( 1.514)  Acc@1:  50.000 ( 49.785)  Acc@5: 100.000 ( 92.088)
Test: [4700/4999]  Time: 0.010 (0.010)  Loss:   0.585 ( 1.513)  Acc@1: 100.000 ( 49.851)  Acc@5: 100.000 ( 92.119)
Test: [4750/4999]  Time: 0.010 (0.010)  Loss:   1.873 ( 1.512)  Acc@1:   0.000 ( 49.884)  Acc@5: 100.000 ( 92.170)
Test: [4800/4999]  Time: 0.010 (0.010)  Loss:   0.923 ( 1.511)  Acc@1: 100.000 ( 49.958)  Acc@5: 100.000 ( 92.179)
Test: [4850/4999]  Time: 0.010 (0.010)  Loss:   1.854 ( 1.511)  Acc@1:  50.000 ( 49.928)  Acc@5: 100.000 ( 92.177)
Test: [4900/4999]  Time: 0.010 (0.010)  Loss:   0.858 ( 1.512)  Acc@1: 100.000 ( 49.827)  Acc@5: 100.000 ( 92.155)
Test: [4950/4999]  Time: 0.010 (0.010)  Loss:   1.417 ( 1.512)  Acc@1:  50.000 ( 49.818)  Acc@5: 100.000 ( 92.173)
Test: [4999/4999]  Time: 0.008 (0.010)  Loss:   0.721 ( 1.512)  Acc@1: 100.000 ( 49.820)  Acc@5: 100.000 ( 92.150)
Test: [   0/4999]  Time: 0.019 (0.019)  Loss:   1.106 ( 1.106)  Acc@1:  50.000 ( 50.000)  Acc@5: 100.000 (100.000)
Test: [  50/4999]  Time: 0.010 (0.010)  Loss:   1.684 ( 1.474)  Acc@1: 100.000 ( 49.020)  Acc@5: 100.000 ( 92.157)
Test: [ 100/4999]  Time: 0.010 (0.010)  Loss:   1.981 ( 1.558)  Acc@1:   0.000 ( 43.564)  Acc@5: 100.000 ( 93.069)
Test: [ 150/4999]  Time: 0.010 (0.010)  Loss:   0.682 ( 1.550)  Acc@1: 100.000 ( 46.026)  Acc@5: 100.000 ( 92.053)
Test: [ 200/4999]  Time: 0.010 (0.010)  Loss:   1.300 ( 1.549)  Acc@1: 100.000 ( 46.269)  Acc@5: 100.000 ( 92.786)
Test: [ 250/4999]  Time: 0.010 (0.010)  Loss:   1.197 ( 1.558)  Acc@1:  50.000 ( 45.817)  Acc@5: 100.000 ( 92.430)
Test: [ 300/4999]  Time: 0.010 (0.010)  Loss:   0.937 ( 1.543)  Acc@1: 100.000 ( 47.342)  Acc@5: 100.000 ( 92.857)
Test: [ 350/4999]  Time: 0.010 (0.010)  Loss:   2.365 ( 1.545)  Acc@1:   0.000 ( 47.293)  Acc@5: 100.000 ( 93.305)
Test: [ 400/4999]  Time: 0.010 (0.010)  Loss:   0.844 ( 1.543)  Acc@1: 100.000 ( 47.880)  Acc@5: 100.000 ( 93.641)
Test: [ 450/4999]  Time: 0.012 (0.010)  Loss:   1.457 ( 1.537)  Acc@1:  50.000 ( 48.448)  Acc@5: 100.000 ( 93.792)
Test: [ 500/4999]  Time: 0.010 (0.010)  Loss:   1.305 ( 1.523)  Acc@1:  50.000 ( 49.002)  Acc@5: 100.000 ( 93.812)
Test: [ 550/4999]  Time: 0.010 (0.010)  Loss:   1.899 ( 1.512)  Acc@1:  50.000 ( 49.728)  Acc@5:  50.000 ( 94.102)
Test: [ 600/4999]  Time: 0.010 (0.010)  Loss:   1.030 ( 1.508)  Acc@1: 100.000 ( 50.250)  Acc@5: 100.000 ( 94.093)
Test: [ 650/4999]  Time: 0.010 (0.010)  Loss:   1.159 ( 1.510)  Acc@1: 100.000 ( 50.461)  Acc@5: 100.000 ( 93.932)
Test: [ 700/4999]  Time: 0.010 (0.010)  Loss:   1.223 ( 1.517)  Acc@1:  50.000 ( 49.857)  Acc@5: 100.000 ( 93.509)
Test: [ 750/4999]  Time: 0.010 (0.010)  Loss:   1.643 ( 1.507)  Acc@1:   0.000 ( 50.200)  Acc@5: 100.000 ( 93.742)
Test: [ 800/4999]  Time: 0.010 (0.010)  Loss:   1.801 ( 1.514)  Acc@1:  50.000 ( 50.062)  Acc@5:  50.000 ( 93.508)
Test: [ 850/4999]  Time: 0.010 (0.010)  Loss:   1.716 ( 1.513)  Acc@1:   0.000 ( 49.765)  Acc@5: 100.000 ( 93.302)
Test: [ 900/4999]  Time: 0.010 (0.010)  Loss:   1.821 ( 1.512)  Acc@1:  50.000 ( 49.778)  Acc@5:  50.000 ( 93.230)
Test: [ 950/4999]  Time: 0.010 (0.010)  Loss:   0.755 ( 1.508)  Acc@1: 100.000 ( 50.053)  Acc@5: 100.000 ( 92.955)
Test: [1000/4999]  Time: 0.010 (0.010)  Loss:   1.430 ( 1.510)  Acc@1:  50.000 ( 50.100)  Acc@5: 100.000 ( 92.807)
Test: [1050/4999]  Time: 0.010 (0.010)  Loss:   1.159 ( 1.508)  Acc@1: 100.000 ( 50.238)  Acc@5: 100.000 ( 92.864)
Test: [1100/4999]  Time: 0.010 (0.010)  Loss:   0.917 ( 1.509)  Acc@1: 100.000 ( 50.227)  Acc@5: 100.000 ( 92.688)
Test: [1150/4999]  Time: 0.010 (0.010)  Loss:   1.580 ( 1.508)  Acc@1:  50.000 ( 50.304)  Acc@5: 100.000 ( 92.659)
Test: [1200/4999]  Time: 0.010 (0.010)  Loss:   1.205 ( 1.506)  Acc@1:  50.000 ( 50.749)  Acc@5: 100.000 ( 92.590)
Test: [1250/4999]  Time: 0.010 (0.010)  Loss:   0.997 ( 1.504)  Acc@1: 100.000 ( 51.159)  Acc@5: 100.000 ( 92.646)
Test: [1300/4999]  Time: 0.010 (0.010)  Loss:   0.620 ( 1.511)  Acc@1: 100.000 ( 50.846)  Acc@5: 100.000 ( 92.352)
Test: [1350/4999]  Time: 0.010 (0.010)  Loss:   1.167 ( 1.510)  Acc@1:  50.000 ( 50.962)  Acc@5: 100.000 ( 92.339)
Test: [1400/4999]  Time: 0.010 (0.010)  Loss:   1.563 ( 1.511)  Acc@1: 100.000 ( 50.964)  Acc@5: 100.000 ( 92.256)
Test: [1450/4999]  Time: 0.010 (0.010)  Loss:   1.695 ( 1.512)  Acc@1:   0.000 ( 50.827)  Acc@5: 100.000 ( 92.385)
Test: [1500/4999]  Time: 0.010 (0.010)  Loss:   0.511 ( 1.509)  Acc@1: 100.000 ( 51.166)  Acc@5: 100.000 ( 92.405)
Test: [1550/4999]  Time: 0.010 (0.010)  Loss:   0.614 ( 1.509)  Acc@1: 100.000 ( 51.161)  Acc@5: 100.000 ( 92.360)
Test: [1600/4999]  Time: 0.010 (0.010)  Loss:   1.762 ( 1.507)  Acc@1:   0.000 ( 51.062)  Acc@5: 100.000 ( 92.349)
Test: [1650/4999]  Time: 0.010 (0.010)  Loss:   1.715 ( 1.507)  Acc@1:  50.000 ( 51.060)  Acc@5: 100.000 ( 92.399)
Test: [1700/4999]  Time: 0.010 (0.010)  Loss:   1.742 ( 1.509)  Acc@1:  50.000 ( 50.970)  Acc@5: 100.000 ( 92.416)
Test: [1750/4999]  Time: 0.011 (0.010)  Loss:   1.191 ( 1.508)  Acc@1:  50.000 ( 50.999)  Acc@5: 100.000 ( 92.461)
Test: [1800/4999]  Time: 0.010 (0.010)  Loss:   2.936 ( 1.508)  Acc@1:   0.000 ( 51.027)  Acc@5:  50.000 ( 92.449)
Test: [1850/4999]  Time: 0.010 (0.010)  Loss:   0.958 ( 1.509)  Acc@1: 100.000 ( 50.837)  Acc@5: 100.000 ( 92.301)
Test: [1900/4999]  Time: 0.010 (0.010)  Loss:   2.068 ( 1.511)  Acc@1:  50.000 ( 50.605)  Acc@5: 100.000 ( 92.320)
Test: [1950/4999]  Time: 0.010 (0.010)  Loss:   2.252 ( 1.507)  Acc@1:   0.000 ( 50.743)  Acc@5: 100.000 ( 92.389)
Test: [2000/4999]  Time: 0.010 (0.010)  Loss:   2.302 ( 1.508)  Acc@1:   0.000 ( 50.675)  Acc@5: 100.000 ( 92.454)
Test: [2050/4999]  Time: 0.010 (0.010)  Loss:   0.985 ( 1.509)  Acc@1: 100.000 ( 50.683)  Acc@5: 100.000 ( 92.394)
Test: [2100/4999]  Time: 0.010 (0.010)  Loss:   1.284 ( 1.510)  Acc@1:  50.000 ( 50.619)  Acc@5: 100.000 ( 92.432)
Test: [2150/4999]  Time: 0.010 (0.010)  Loss:   0.912 ( 1.508)  Acc@1: 100.000 ( 50.674)  Acc@5: 100.000 ( 92.469)
Test: [2200/4999]  Time: 0.010 (0.010)  Loss:   1.748 ( 1.506)  Acc@1:  50.000 ( 50.750)  Acc@5: 100.000 ( 92.481)
Test: [2250/4999]  Time: 0.010 (0.010)  Loss:   1.562 ( 1.504)  Acc@1:  50.000 ( 50.777)  Acc@5: 100.000 ( 92.603)
Test: [2300/4999]  Time: 0.010 (0.010)  Loss:   1.332 ( 1.505)  Acc@1: 100.000 ( 50.739)  Acc@5: 100.000 ( 92.547)
Test: [2350/4999]  Time: 0.010 (0.010)  Loss:   1.247 ( 1.504)  Acc@1: 100.000 ( 50.808)  Acc@5: 100.000 ( 92.663)
Test: [2400/4999]  Time: 0.010 (0.010)  Loss:   1.528 ( 1.505)  Acc@1:  50.000 ( 50.895)  Acc@5:  50.000 ( 92.628)
Test: [2450/4999]  Time: 0.010 (0.010)  Loss:   1.491 ( 1.504)  Acc@1:  50.000 ( 50.816)  Acc@5: 100.000 ( 92.636)
Test: [2500/4999]  Time: 0.010 (0.010)  Loss:   0.912 ( 1.503)  Acc@1: 100.000 ( 50.720)  Acc@5: 100.000 ( 92.683)
Test: [2550/4999]  Time: 0.010 (0.010)  Loss:   1.472 ( 1.504)  Acc@1:   0.000 ( 50.568)  Acc@5: 100.000 ( 92.768)
Test: [2600/4999]  Time: 0.010 (0.010)  Loss:   1.826 ( 1.504)  Acc@1:   0.000 ( 50.577)  Acc@5: 100.000 ( 92.753)
Test: [2650/4999]  Time: 0.010 (0.010)  Loss:   1.551 ( 1.505)  Acc@1:  50.000 ( 50.566)  Acc@5: 100.000 ( 92.739)
Test: [2700/4999]  Time: 0.010 (0.010)  Loss:   2.472 ( 1.507)  Acc@1:   0.000 ( 50.389)  Acc@5: 100.000 ( 92.725)
Test: [2750/4999]  Time: 0.010 (0.010)  Loss:   1.260 ( 1.507)  Acc@1:  50.000 ( 50.454)  Acc@5: 100.000 ( 92.675)
Test: [2800/4999]  Time: 0.010 (0.010)  Loss:   2.122 ( 1.510)  Acc@1:   0.000 ( 50.375)  Acc@5: 100.000 ( 92.645)
Test: [2850/4999]  Time: 0.010 (0.010)  Loss:   1.415 ( 1.511)  Acc@1:   0.000 ( 50.526)  Acc@5: 100.000 ( 92.617)
Test: [2900/4999]  Time: 0.010 (0.010)  Loss:   1.506 ( 1.508)  Acc@1:  50.000 ( 50.638)  Acc@5: 100.000 ( 92.709)
Test: [2950/4999]  Time: 0.010 (0.010)  Loss:   1.947 ( 1.510)  Acc@1:   0.000 ( 50.559)  Acc@5: 100.000 ( 92.697)
Test: [3000/4999]  Time: 0.010 (0.010)  Loss:   1.582 ( 1.509)  Acc@1:   0.000 ( 50.666)  Acc@5: 100.000 ( 92.736)
Test: [3050/4999]  Time: 0.010 (0.010)  Loss:   1.328 ( 1.509)  Acc@1: 100.000 ( 50.606)  Acc@5: 100.000 ( 92.724)
Test: [3100/4999]  Time: 0.010 (0.010)  Loss:   1.986 ( 1.511)  Acc@1:  50.000 ( 50.500)  Acc@5: 100.000 ( 92.631)
Test: [3150/4999]  Time: 0.010 (0.010)  Loss:   1.306 ( 1.511)  Acc@1: 100.000 ( 50.555)  Acc@5: 100.000 ( 92.621)
Test: [3200/4999]  Time: 0.010 (0.010)  Loss:   1.933 ( 1.511)  Acc@1:   0.000 ( 50.531)  Acc@5: 100.000 ( 92.674)
Test: [3250/4999]  Time: 0.010 (0.010)  Loss:   2.144 ( 1.512)  Acc@1:   0.000 ( 50.431)  Acc@5:  50.000 ( 92.602)
Test: [3300/4999]  Time: 0.010 (0.010)  Loss:   1.046 ( 1.511)  Acc@1: 100.000 ( 50.409)  Acc@5: 100.000 ( 92.654)
Test: [3350/4999]  Time: 0.010 (0.010)  Loss:   1.084 ( 1.512)  Acc@1:  50.000 ( 50.477)  Acc@5: 100.000 ( 92.644)
Test: [3400/4999]  Time: 0.010 (0.010)  Loss:   0.948 ( 1.511)  Acc@1: 100.000 ( 50.515)  Acc@5: 100.000 ( 92.679)
Test: [3450/4999]  Time: 0.010 (0.010)  Loss:   2.118 ( 1.511)  Acc@1:   0.000 ( 50.435)  Acc@5: 100.000 ( 92.683)
Test: [3500/4999]  Time: 0.010 (0.010)  Loss:   1.969 ( 1.513)  Acc@1:  50.000 ( 50.314)  Acc@5:  50.000 ( 92.631)
Test: [3550/4999]  Time: 0.010 (0.010)  Loss:   1.683 ( 1.514)  Acc@1:  50.000 ( 50.310)  Acc@5: 100.000 ( 92.636)
Test: [3600/4999]  Time: 0.010 (0.010)  Loss:   2.248 ( 1.514)  Acc@1:   0.000 ( 50.319)  Acc@5: 100.000 ( 92.655)
Test: [3650/4999]  Time: 0.010 (0.010)  Loss:   1.420 ( 1.513)  Acc@1:  50.000 ( 50.288)  Acc@5: 100.000 ( 92.701)
Test: [3700/4999]  Time: 0.010 (0.010)  Loss:   1.479 ( 1.511)  Acc@1:  50.000 ( 50.365)  Acc@5: 100.000 ( 92.759)
Test: [3750/4999]  Time: 0.010 (0.010)  Loss:   1.346 ( 1.511)  Acc@1:  50.000 ( 50.280)  Acc@5: 100.000 ( 92.789)
Test: [3800/4999]  Time: 0.010 (0.010)  Loss:   1.325 ( 1.511)  Acc@1:  50.000 ( 50.289)  Acc@5: 100.000 ( 92.765)
Test: [3850/4999]  Time: 0.010 (0.010)  Loss:   0.337 ( 1.509)  Acc@1: 100.000 ( 50.312)  Acc@5: 100.000 ( 92.807)
Test: [3900/4999]  Time: 0.010 (0.010)  Loss:   1.171 ( 1.509)  Acc@1: 100.000 ( 50.346)  Acc@5: 100.000 ( 92.797)
Test: [3950/4999]  Time: 0.010 (0.010)  Loss:   1.945 ( 1.509)  Acc@1:   0.000 ( 50.304)  Acc@5: 100.000 ( 92.812)
Test: [4000/4999]  Time: 0.010 (0.010)  Loss:   0.833 ( 1.509)  Acc@1: 100.000 ( 50.337)  Acc@5: 100.000 ( 92.789)
Test: [4050/4999]  Time: 0.010 (0.010)  Loss:   1.429 ( 1.509)  Acc@1: 100.000 ( 50.407)  Acc@5: 100.000 ( 92.780)
Test: [4100/4999]  Time: 0.010 (0.010)  Loss:   2.412 ( 1.509)  Acc@1:   0.000 ( 50.341)  Acc@5: 100.000 ( 92.819)
Test: [4150/4999]  Time: 0.010 (0.010)  Loss:   1.946 ( 1.509)  Acc@1:   0.000 ( 50.277)  Acc@5:  50.000 ( 92.821)
Test: [4200/4999]  Time: 0.010 (0.010)  Loss:   1.766 ( 1.510)  Acc@1:   0.000 ( 50.190)  Acc@5: 100.000 ( 92.859)
Test: [4250/4999]  Time: 0.010 (0.010)  Loss:   1.561 ( 1.510)  Acc@1:  50.000 ( 50.141)  Acc@5: 100.000 ( 92.849)
Test: [4300/4999]  Time: 0.010 (0.010)  Loss:   2.053 ( 1.511)  Acc@1:   0.000 ( 50.116)  Acc@5:  50.000 ( 92.792)
Test: [4350/4999]  Time: 0.010 (0.010)  Loss:   0.834 ( 1.511)  Acc@1: 100.000 ( 50.092)  Acc@5: 100.000 ( 92.818)
Test: [4400/4999]  Time: 0.010 (0.010)  Loss:   1.632 ( 1.511)  Acc@1:  50.000 ( 50.125)  Acc@5:  50.000 ( 92.820)
Test: [4450/4999]  Time: 0.010 (0.010)  Loss:   2.333 ( 1.511)  Acc@1:   0.000 ( 50.146)  Acc@5:  50.000 ( 92.788)
Test: [4500/4999]  Time: 0.010 (0.010)  Loss:   0.698 ( 1.510)  Acc@1: 100.000 ( 50.222)  Acc@5: 100.000 ( 92.802)
Test: [4550/4999]  Time: 0.010 (0.010)  Loss:   1.061 ( 1.509)  Acc@1:  50.000 ( 50.187)  Acc@5: 100.000 ( 92.826)
Test: [4600/4999]  Time: 0.010 (0.010)  Loss:   1.088 ( 1.508)  Acc@1:  50.000 ( 50.283)  Acc@5: 100.000 ( 92.849)
Test: [4650/4999]  Time: 0.010 (0.010)  Loss:   2.105 ( 1.507)  Acc@1:   0.000 ( 50.366)  Acc@5:  50.000 ( 92.851)
Test: [4700/4999]  Time: 0.010 (0.010)  Loss:   0.606 ( 1.507)  Acc@1: 100.000 ( 50.351)  Acc@5: 100.000 ( 92.810)
Test: [4750/4999]  Time: 0.010 (0.010)  Loss:   2.548 ( 1.507)  Acc@1:   0.000 ( 50.305)  Acc@5: 100.000 ( 92.812)
Test: [4800/4999]  Time: 0.010 (0.010)  Loss:   1.750 ( 1.506)  Acc@1:  50.000 ( 50.385)  Acc@5:  50.000 ( 92.814)
Test: [4850/4999]  Time: 0.010 (0.010)  Loss:   1.412 ( 1.506)  Acc@1: 100.000 ( 50.361)  Acc@5: 100.000 ( 92.806)
Test: [4900/4999]  Time: 0.010 (0.010)  Loss:   1.787 ( 1.507)  Acc@1:   0.000 ( 50.275)  Acc@5: 100.000 ( 92.818)
Test: [4950/4999]  Time: 0.010 (0.010)  Loss:   2.412 ( 1.507)  Acc@1:   0.000 ( 50.212)  Acc@5:  50.000 ( 92.799)
Test: [4999/4999]  Time: 0.009 (0.010)  Loss:   1.605 ( 1.507)  Acc@1:  50.000 ( 50.190)  Acc@5:  50.000 ( 92.820)
Current checkpoints:
 ('./output/train/Upd_Exp42_CIFAR10_gradient_12_plus_4_insert_3/checkpoint-3.pth.tar', 49.82)

Train: 4 [   0/20000 (  0%)]  Loss: 2.47 (2.47)  Time: 0.065s,   30.71/s  (0.065s,   30.71/s)  LR: 4.600e-05  Data: 0.019 (0.019)
Train: 4 [  50/20000 (  0%)]  Loss: 1.98 (1.93)  Time: 0.045s,   44.35/s  (0.046s,   43.78/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 100/20000 (  1%)]  Loss: 2.75 (1.95)  Time: 0.046s,   43.34/s  (0.045s,   44.03/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 150/20000 (  1%)]  Loss: 2.13 (1.96)  Time: 0.045s,   44.24/s  (0.045s,   44.02/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 200/20000 (  1%)]  Loss: 1.02 (1.98)  Time: 0.045s,   44.23/s  (0.045s,   44.02/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 250/20000 (  1%)]  Loss: 2.31 (1.98)  Time: 0.045s,   44.36/s  (0.045s,   44.03/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 300/20000 (  2%)]  Loss: 1.55 (1.99)  Time: 0.045s,   44.17/s  (0.045s,   44.05/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 350/20000 (  2%)]  Loss: 2.07 (2.00)  Time: 0.045s,   44.31/s  (0.045s,   44.05/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 400/20000 (  2%)]  Loss: 1.95 (1.99)  Time: 0.045s,   44.04/s  (0.046s,   43.89/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 450/20000 (  2%)]  Loss: 1.93 (1.98)  Time: 0.045s,   44.24/s  (0.046s,   43.92/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 500/20000 (  3%)]  Loss: 1.53 (1.98)  Time: 0.045s,   44.29/s  (0.046s,   43.93/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 550/20000 (  3%)]  Loss: 2.62 (1.98)  Time: 0.045s,   44.16/s  (0.046s,   43.95/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 600/20000 (  3%)]  Loss: 1.90 (1.98)  Time: 0.046s,   43.75/s  (0.045s,   43.96/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 650/20000 (  3%)]  Loss: 2.01 (1.98)  Time: 0.045s,   44.21/s  (0.046s,   43.94/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 700/20000 (  4%)]  Loss: 2.77 (1.99)  Time: 0.046s,   43.93/s  (0.046s,   43.95/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 750/20000 (  4%)]  Loss: 1.79 (1.99)  Time: 0.046s,   43.76/s  (0.046s,   43.95/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 800/20000 (  4%)]  Loss: 1.78 (1.99)  Time: 0.046s,   43.26/s  (0.046s,   43.95/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 850/20000 (  4%)]  Loss: 1.99 (1.99)  Time: 0.045s,   44.15/s  (0.046s,   43.95/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 900/20000 (  5%)]  Loss: 1.60 (1.99)  Time: 0.045s,   44.01/s  (0.046s,   43.95/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [ 950/20000 (  5%)]  Loss: 2.16 (1.99)  Time: 0.045s,   44.32/s  (0.045s,   43.97/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [1000/20000 (  5%)]  Loss: 2.42 (1.98)  Time: 0.045s,   44.41/s  (0.045s,   43.98/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [1050/20000 (  5%)]  Loss: 1.76 (1.98)  Time: 0.045s,   44.34/s  (0.045s,   44.00/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [1100/20000 (  6%)]  Loss: 1.36 (1.98)  Time: 0.045s,   44.45/s  (0.045s,   44.01/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [1150/20000 (  6%)]  Loss: 1.96 (1.98)  Time: 0.045s,   44.39/s  (0.045s,   44.03/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [1200/20000 (  6%)]  Loss: 2.77 (1.98)  Time: 0.045s,   44.36/s  (0.045s,   43.99/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [1250/20000 (  6%)]  Loss: 2.06 (1.98)  Time: 0.045s,   44.02/s  (0.045s,   44.00/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [1300/20000 (  7%)]  Loss: 1.80 (1.98)  Time: 0.046s,   43.33/s  (0.045s,   43.99/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [1350/20000 (  7%)]  Loss: 1.56 (1.98)  Time: 0.045s,   44.50/s  (0.045s,   43.99/s)  LR: 4.600e-05  Data: 0.002 (0.002)
Train: 4 [1400/20000 (  7%)]  Loss: 1.91 (1.97)  Time: 0.045s,   44.23/s  (0.045s,   44.00/s)  LR: 4.600e-05  Data: 0.002 (0.002)
